1889,382
143,765
143,1637
1590,265
1867,643
1228,597
1228,1297
1228,1805
1806,1298
832,1063
832,865
786,1864
786,810
786,971
29,406
1194,176
1194,218
1210,1835
1210,1835
1210,640
1897,1637
932,1406
932,1150
1416,1592
1416,1814
1216,1788
1216,1957
1216,1288
1075,865
1075,865
1075,865
1075,181
1075,287
1293,370
1293,1957
11,257
11,518
1959,1805
1959,1772
1959,1297
1959,682
1959,597
565,1914
1000,517
1000,430
454,1957
454,1352
1787,957
1787,1285
1787,1464
553,1957
553,1389
1780,1445
1268,249
1268,1496
597,1688
597,87
217,1634
12,916
1516,1034
1035,983
1035,1050
1710,1957
224,797
937,1402
937,1273
120,1957
1790,1389
1790,1957
371,1976
1390,1202
954,1864
954,596
1538,1957
642,1326
416,797
416,430
806,1957
758,576
758,1577
758,1085
758,575
758,1045
758,1688
758,1300
758,1220
758,1544
758,1240
758,501
758,901
758,1168
1808,148
1046,556
1046,1350
1912,832
1912,1240
1912,1168
1912,3
1912,1714
1912,463
1912,1593
1912,1465
1912,1442
1912,1157
625,1593
625,1957
625,222
625,201
1576,1902
1285,541
1285,1426
1285,261
1285,433
939,498
939,518
939,261
939,44
939,1126
939,1285
939,433
939,1321
939,644
939,541
939,1836
939,1735
939,955
939,957
939,659
1949,397
1949,176
7,354
533,918
533,719
288,998
203,1300
438,477
438,1213
438,226
438,218
1457,1457
230,1844
230,742
230,547
230,188
230,797
230,430
230,430
230,797
230,547
230,188
230,742
230,1844
1612,1593
1612,1957
1214,179
415,536
415,254
1218,1309
1218,1593
894,1957
1933,226
1933,1811
383,889
1011,218
1011,226
1011,1213
620,1957
620,1957
620,1957
620,1957
620,1957
1498,957
1498,659
1498,541
1498,498
1498,1126
968,1738
968,1898
893,218
893,226
184,321
532,1300
532,196
532,1354
532,1988
532,593
532,1273
25,603
299,1957
356,201
356,1957
356,1593
1320,1026
2,990
2,1026
739,162
739,747
739,1656
1758,1957
1068,1593
1068,1957
1068,201
1904,1957
393,218
393,218
1071,1957
320,794
320,1619
1138,357
1138,1659
1138,1220
1138,1688
1138,575
1138,573
1138,1654
931,1762
440,1211
863,1297
863,597
863,1805
340,1300
340,643
340,643
340,643
340,1172
1864,1445
1864,460
1864,1250
641,1491
641,810
641,525
641,265
638,971
258,1624
258,832
457,218
1878,1957
1841,1189
519,1957
1716,1957
1323,653
1323,32
1323,375
1323,599
874,810
874,1425
874,599
1308,1957
1646,1297
1646,597
1646,1805
1843,287
1843,736
1843,195
1961,1126
451,498
451,1126
451,659
451,634
451,1735
451,541
1468,1189
1468,778
1468,881
1468,1778
1526,710
456,1300
456,643
1238,201
1238,1957
600,1957
600,731
1297,1688
1315,1805
1315,209
1315,1444
1315,896
1315,1297
1315,597
1301,498
1301,1126
1069,218
1069,226
1069,1987
1069,1592
1069,1213
1721,424
328,644
328,261
328,44
328,785
328,518
328,541
328,659
328,78
1105,1826
1105,1814
1105,217
1105,1637
1105,1335
1105,643
1105,1263
1105,43
1105,1878
1105,603
1105,61
1105,1441
1105,1593
1105,48
1105,1131
136,218
1004,699
1004,710
1446,1805
1446,1297
1446,597
624,264
1420,877
1420,864
1420,977
1420,1630
1420,453
1420,1735
1420,1080
1420,226
1420,682
1420,577
1420,51
1420,1240
1420,157
1420,382
1420,1315
1420,498
1420,1908
1420,1126
1420,1959
1420,218
1420,1045
1420,518
109,1957
311,1377
311,647
311,573
311,575
311,1593
311,643
311,201
311,1957
311,1389
311,1300
1317,100
1317,649
1317,1686
535,1778
535,865
1794,526
1148,706
1747,1028
1747,796
1747,1047
1936,865
754,319
754,406
754,865
754,106
754,923
754,1387
754,915
754,1341
729,120
729,1957
1803,1224
1041,1626
1041,647
1041,1404
1041,385
318,1642
1520,87
1727,643
464,1562
1083,1288
1083,391
1874,1814
639,406
579,1778
579,1207
1906,699
1906,1778
1884,740
1884,826
1884,1473
1884,1398
1884,447
1884,171
1884,1676
1884,1508
1884,1309
1884,658
1884,304
1884,1818
1884,1958
1884,46
1884,1159
1720,54
731,1957
1905,475
1905,1741
682,597
682,1297
682,1805
1757,200
1451,1398
1451,1398
1209,470
616,1640
1408,689
321,1957
96,319
866,1300
866,1957
866,1308
866,643
866,400
866,768
1544,389
1272,1525
1272,162
1272,1236
193,930
193,1957
571,430
571,797
1636,810
1636,1298
1636,1298
1636,810
611,316
212,1170
1542,1957
268,1213
337,832
337,1808
337,1015
315,1714
315,315
315,1386
1600,1593
1600,264
701,1696
701,976
701,1328
1847,1300
1847,643
1583,1126
1583,498
1583,644
1583,1596
1583,1343
1583,659
1583,1849
1583,957
1583,541
334,1563
334,1778
334,1624
1625,439
1625,544
1586,498
1586,1126
1431,971
1540,1704
1955,710
302,1598
302,1957
1595,1457
1595,497
1675,1957
110,1731
657,1545
657,855
657,148
657,329
657,263
657,360
657,594
1103,921
822,1593
348,1974
348,119
1248,1722
1592,218
244,918
244,1822
244,719
244,1295
244,1757
1550,332
271,226
1984,1455
65,1398
65,1986
919,1938
1594,1095
1594,1684
988,229
988,573
988,1969
988,643
988,1389
988,357
988,300
1514,460
626,1300
812,1428
940,1814
940,218
940,1592
292,643
292,643
292,1300
292,1957
1070,1013
1070,930
1070,1969
1070,1688
1070,1957
1070,300
1685,1216
1685,1840
1917,923
1917,872
1917,1778
1917,406
116,1291
1061,1788
1061,1225
1061,1404
282,1957
1835,265
1835,1445
1835,612
1835,612
1835,265
1835,1445
499,1814
10,1298
426,1297
426,597
426,1805
256,1161
1232,1300
1232,643
1064,462
1064,765
1064,495
1064,1443
425,710
425,1704
405,597
929,226
929,1115
804,264
418,498
418,1126
418,1426
336,1150
336,1957
1784,1510
1784,1466
401,1620
1515,534
884,1957
1096,870
1091,1814
1091,1131
1091,1344
84,1814
1817,1333
1817,323
1817,1228
1740,229
1740,1598
1740,575
1740,1404
1740,1522
1740,1173
1740,1925
1740,1827
1740,1659
1740,1957
1740,1921
1740,946
1740,357
1740,1876
1740,643
1483,810
1483,1302
775,699
775,727
1370,1326
1370,60
1370,547
1370,1078
773,1941
773,844
773,1442
1687,282
1687,282
353,293
353,1184
1394,321
1951,1410
1915,1604
127,851
395,1316
1737,797
1737,316
169,101
1668,1452
1668,810
1668,1717
223,597
223,1297
223,1805
207,1507
1978,1624
1978,1294
1978,459
1978,881
1978,865
1978,406
1978,736
504,1805
504,1297
868,1943
868,1436
505,1402
505,315
1125,1756
1125,261
1125,644
1125,433
185,1624
185,1778
105,1393
95,1309
95,1969
95,1598
95,442
95,930
95,229
95,234
95,647
95,573
95,297
95,1141
95,1404
95,826
95,1383
95,1352
95,740
95,1826
95,1419
95,300
95,357
1701,1024
1342,1230
1342,666
1728,392
1728,392
1186,321
1327,1932
1327,1560
1327,876
1910,710
1910,865
1910,406
1032,1521
1032,1623
1875,1297
1875,597
1875,1805
1355,382
690,524
690,591
700,265
848,1875
623,1019
623,265
652,498
652,1126
652,659
652,541
90,643
90,114
351,1298
585,1578
330,382
1453,1144
1996,364
1996,453
1267,699
1267,1778
876,1165
283,1568
1861,1179
102,923
102,915
125,1508
125,1958
125,1608
125,549
125,1593
125,304
125,94
125,1159
125,1240
125,1676
125,441
125,1714
125,447
125,826
125,740
367,1876
367,300
367,1714
367,618
367,229
367,573
1111,1297
64,384
64,1593
64,1622
64,1145
1689,1959
1689,209
557,1959
557,1930
557,453
496,874
1895,547
734,1855
734,33
734,1637
716,1297
716,1805
1484,1058
228,1571
228,1297
228,922
152,453
1066,1816
1066,473
1281,1805
1281,597
1281,1297
1471,101
450,338
1204,664
1204,1242
1204,1524
1204,1204
1204,1204
1815,1126
1589,1957
1589,1389
1589,300
1589,501
1589,357
1589,928
1589,1826
1589,1598
1589,229
1589,1013
1589,930
1589,573
1589,647
1589,1925
1589,1085
1589,1577
678,1932
678,1959
142,699
142,1189
142,406
1217,1959
714,1146
782,382
782,1986
782,687
782,612
782,1593
735,1785
735,330
735,1568
1287,807
1287,1932
1891,1778
1254,1386
1254,1475
1254,1611
513,972
488,619
358,597
358,1297
358,1805
30,282
30,72
30,447
30,1451
30,1398
30,1130
30,1791
30,1143
30,206
30,252
30,89
1461,597
1461,1297
1461,1805
1025,685
1025,923
1810,1051
1810,1228
1810,453
1810,608
1810,550
871,254
871,1579
225,1168
225,1132
225,1240
225,324
327,1913
1356,628
238,1766
238,293
238,828
1860,209
1183,491
1183,491
1602,354
1602,594
1602,699
1602,1624
1801,1175
1804,1398
1804,357
1804,357
1804,1398
803,816
1151,550
1151,1646
350,1446
842,485
215,265
215,810
849,911
814,1101
814,1957
814,201
445,1465
1487,26
1730,1885
1730,1298
1380,229
1380,573
1380,1969
1380,1389
1380,928
1380,357
1380,300
1380,1826
1380,455
47,1805
47,1981
47,482
47,1297
47,597
1726,1800
1306,1743
743,58
1692,978
741,107
1460,609
295,1351
295,1659
295,1711
295,357
295,1085
1564,1568
583,1530
583,1467
583,38
1395,403
1663,1300
1663,1957
1663,643
1124,1351
1124,201
1124,1925
1124,1030
1488,682
1488,1579
1488,1133
1488,504
1488,453
1488,1144
1494,682
1494,1446
1157,1778
221,430
260,171
260,1676
260,357
260,447
260,1398
260,201
260,1303
260,1826
260,1309
260,573
260,1925
260,1159
198,1697
198,1235
1644,1189
1644,865
121,1166
121,1778
1962,1826
1558,1624
1558,1846
1478,366
1478,1805
1478,597
1478,1297
1324,670
1324,635
1324,172
1191,643
1203,1442
1203,251
1511,382
1511,1986
1088,1187
27,76
671,28
671,858
1828,133
668,1490
1090,1031
1769,699
1769,881
1771,1714
1771,996
1771,441
1771,790
34,698
34,303
1831,498
1570,1644
1570,1196
1570,1215
1436,1805
1436,597
1436,1297
1362,1957
1708,1444
1708,608
1926,581
1926,508
1926,443
1319,319
480,797
480,316
480,651
480,73
480,1226
480,1546
480,1539
1280,652
235,498
235,1126
235,1735
1584,369
1584,1848
1779,1717
344,1419
344,1389
344,300
344,501
344,357
344,928
344,1957
344,1826
344,1104
344,930
344,1598
344,1013
344,647
344,229
344,573
344,1925
344,1085
275,1300
275,357
275,1957
275,1826
275,643
275,1173
275,229
275,1925
1939,1444
1939,791
99,1604
628,1297
628,597
628,1805
1900,1957
469,1592
859,273
1089,1844
1535,1957
231,1326
231,786
1628,1797
164,382
164,1568
164,124
1252,1593
1879,265
1879,612
1879,245
780,1184
969,1646
630,516
630,1144
630,1571
1839,694
144,1133
1290,1328
1290,1696
1290,976
1290,587
1290,1957
838,83
838,840
838,1593
838,226
838,786
1930,1297
1930,1604
1930,209
1930,1981
1930,504
1930,964
666,1593
900,694
1679,1637
483,130
856,1133
856,682
856,1292
856,1444
856,453
856,209
856,1743
856,1144
1667,574
673,1957
673,1377
1094,475
1094,444
1094,148
1094,699
1094,694
1094,1798
1094,360
1094,534
1094,1778
436,1444
1499,218
1499,381
1763,1297
1763,597
1763,1805
1763,1456
1763,1743
1454,1935
1454,1150
1454,1790
1482,1309
1482,573
1482,205
1482,491
1482,300
1482,357
1371,1297
1371,1220
1098,1049
1098,511
59,1812
59,8
59,770
59,182
59,914
59,467
1743,1805
1743,1297
1743,1051
1007,1547
398,1579
398,1358
944,1927
777,316
777,430
777,797
777,1546
1922,643
1922,455
1922,357
1922,229
1909,201
1909,1957
1411,1957
1307,1813
1307,1221
1662,810
1662,1239
1662,265
695,1045
695,1318
695,490
695,218
695,1168
695,430
695,1987
695,1213
695,1095
695,276
695,697
695,48
605,597
605,1297
605,1805
1128,1297
1128,1297
1128,597
1128,597
1128,1805
1128,1805
1513,1864
67,1957
4,1045
45,1549
45,1062
702,1688
402,1957
1866,762
1866,170
1866,682
830,1013
830,1377
830,229
830,1593
830,643
830,1957
830,1300
1144,597
1144,1297
1144,1805
1552,659
1552,498
115,1298
237,1455
1873,1676
1873,1369
1873,826
1873,740
1873,1954
1873,89
1873,304
85,255
106,1568
106,1568
106,1568
895,1959
895,1228
680,1536
680,1055
795,1632
1629,1717
1629,1298
1629,979
420,1945
376,682
376,364
1782,1724
1782,1875
1782,303
493,1959
1633,1772
1042,312
1042,512
522,254
703,281
703,1868
703,69
703,1493
703,820
703,942
703,757
1219,612
1219,684
845,1835
845,1298
305,1051
1208,680
1942,724
1732,1279
1732,1778
1732,406
1347,1146
1347,202
1347,948
1690,1850
717,1875
1433,1957
1056,1930
1056,453
1409,1986
1409,1568
1614,1735
1614,659
1264,826
1264,1383
1264,201
1264,1598
1264,1309
1264,234
1264,229
1264,452
53,1743
53,1556
476,1366
476,1989
1920,807
1359,1221
1117,1957
1824,1504
1565,1309
1565,1593
829,1419
829,1389
829,491
829,300
829,357
829,826
829,1826
829,930
829,909
829,1309
829,229
829,573
829,1925
829,234
1428,148
1178,1298
882,430
882,547
675,1297
675,597
675,1805
1222,1298
1332,1957
1368,43
377,285
965,1546
965,430
965,797
1653,1371
1588,1081
1588,1676
1588,447
1400,1842
1108,265
1108,1445
1108,309
1108,612
1108,1842
1108,1962
1108,1367
1108,1593
1108,1990
1444,1315
1444,1604
1444,1560
1247,518
1994,491
1994,357
1994,1220
1994,826
1994,740
1994,201
1994,643
1994,797
1994,1865
1994,1121
1994,1745
1994,573
1994,1925
1693,923
1693,710
1693,1778
1561,1957
1972,1574
1972,1459
1972,1614
1972,652
1972,957
1972,1735
1972,659
1972,1131
1972,1339
1972,1849
1972,634
1972,541
1972,498
1972,1126
1972,1464
55,1735
55,498
1134,242
414,995
1609,1459
1609,1630
1609,1735
1609,659
1609,1245
1609,1849
1609,634
1609,541
1609,86
1609,644
1609,498
1609,44
1609,1126
1609,518
1609,261
1888,370
920,1440
708,391
890,1957
1277,279
1231,486
1231,1305
428,1188
428,494
428,1814
428,1249
1260,1749
1197,1168
1197,155
1197,1637
1197,1849
1197,1593
1197,1837
888,930
888,1958
888,1309
888,234
888,1027
888,1899
888,1818
888,1532
888,658
888,304
888,210
888,1159
888,171
888,1676
888,447
888,826
888,1398
888,740
888,925
888,1473
1669,426
746,1957
746,1688
746,1389
746,1240
746,1168
746,430
746,491
746,300
746,357
746,1220
746,928
746,100
746,826
746,201
746,1826
746,930
746,1013
746,1309
746,546
746,1620
746,610
746,573
746,1925
746,1969
746,575
807,1646
807,453
807,82
1470,643
1756,643
1862,874
1862,786
1862,660
875,1580
875,1223
875,742
1074,201
1074,1957
1074,491
339,514
339,412
1379,1442
1379,251
1338,1393
1338,1957
883,922
1414,626
1414,6
474,612
548,1106
548,1187
548,552
9,1676
9,447
9,826
9,1508
9,1958
9,1309
9,304
9,1159
1829,1579
586,1328
487,597
487,1297
487,1805
691,598
1273,1126
75,1126
75,1637
75,486
75,1335
75,643
75,960
75,731
75,1567
75,822
75,519
75,1957
75,1269
75,134
75,647
75,573
75,1593
75,640
558,1297
558,597
558,1805
1618,1300
1618,1688
1618,1135
1618,357
1618,1220
1618,1957
1618,1383
1618,370
1618,1826
1618,643
1618,1598
1618,1938
1618,1328
1618,1404
1529,41
1529,1228
1529,1646
1621,1490
1621,694
1621,1978
1206,255
1206,226
1206,1987
1206,262
1174,643
326,322
326,1227
326,359
326,1329
326,81
326,1098
326,517
326,1375
326,577
326,1240
129,1402
1072,1957
1967,1792
1967,1792
629,472
852,435
122,188
122,1437
122,1241
749,679
749,958
749,1059
749,1617
749,1122
749,902
749,665
1793,1637
1793,370
1793,643
1793,1024
1793,1688
1793,1389
1793,1135
1793,1788
1793,1220
1793,1957
1793,1894
1793,1598
1793,1113
1793,1173
1793,313
1793,1404
1729,1296
1729,1480
1729,233
1729,1296
1729,1017
1729,1296
1683,1957
296,222
648,646
1627,493
1627,1646
1627,1959
801,335
160,252
160,847
160,118
160,1881
160,1853
160,343
32,265
314,381
180,1805
180,1297
180,597
1872,760
1427,397
1427,612
1427,1250
1427,810
991,1479
991,1170
35,498
35,1126
35,1735
1805,1220
1805,615
15,659
1765,696
1765,232
1765,1006
1765,1998
1765,1057
1765,290
1765,1375
1765,1375
1765,603
1765,603
1469,1265
997,104
997,458
997,742
997,1022
997,1517
997,771
997,1497
997,430
174,1166
174,329
509,1657
509,226
509,1593
214,1957
1002,144
677,364
528,329
1430,1957
1430,1593
1048,1875
427,1457
1774,1826
1774,1957
1774,1593
886,1932
156,554
1702,865
1678,1805
1678,597
1678,1297
1982,1775
57,1957
57,201
57,1101
57,1593
57,210
584,1957
584,1957
759,1495
759,601
759,1700
1796,1425
1997,1315
1643,1860
898,1228
857,1149
857,1954
857,1173
857,1593
857,1312
857,1717
857,1285
857,1711
857,1596
857,626
183,1604
183,364
1852,229
1852,559
1852,365
1852,1957
1852,201
1372,462
1372,192
1372,112
1372,289
1929,689
1664,1978
1911,435
1911,1490
1911,1428
1911,526
813,1133
363,791
471,453
836,453
1153,1213
1020,605
825,1275
825,1581
833,335
408,544
539,1457
539,497
539,789
539,669
539,1562
539,315
539,794
539,543
216,1957
1102,1604
1655,675
1365,541
1365,498
1365,1126
1365,1464
1365,644
19,315
19,1377
413,229
413,573
413,1925
413,826
413,1826
413,1957
413,357
413,447
151,88
151,1289
987,640
1940,1377
1940,1593
1940,1826
50,1826
908,1133
1246,1568
880,1805
1234,1443
1234,462
374,594
80,1297
80,1805
1699,1642
1699,1294
1169,1604
